id,year,population,city,state
1100015,1991,31957.0,Alta Floresta D'Oeste,RO
1100015,2000,26481.0,Alta Floresta D'Oeste,RO
1100015,2010,24285.0,Alta Floresta D'Oeste,RO
1100023,1991,83365.0,Ariquemes,RO
1100023,2000,74383.0,Ariquemes,RO
1100023,2010,89934.0,Ariquemes,RO
1100031,1991,8146.0,Cabixi,RO
1100031,2000,7518.0,Cabixi,RO
1100031,2010,6313.0,Cabixi,RO
1100049,1991,78862.0,Cacoal,RO
1100049,2000,73438.0,Cacoal,RO
1100049,2010,78402.0,Cacoal,RO
1100056,1991,21534.0,Cerejeiras,RO
1100056,2000,18190.0,Cerejeiras,RO
1100056,2010,16976.0,Cerejeiras,RO
1100064,1991,38940.0,Colorado do Oeste,RO
1100064,2000,21875.0,Colorado do Oeste,RO
1100064,2010,18540.0,Colorado do Oeste,RO
1100072,1991,,Corumbiara,RO
1100072,2000,10457.0,Corumbiara,RO
1100072,2010,8652.0,Corumbiara,RO
1100080,1991,10335.0,Costa Marques,RO
1100080,2000,10189.0,Costa Marques,RO
1100080,2010,13574.0,Costa Marques,RO
1100098,1991,23085.0,Espigão D'Oeste,RO
1100098,2000,25629.0,Espigão D'Oeste,RO
1100098,2010,28645.0,Espigão D'Oeste,RO
1100106,1991,32436.0,Guajará-Mirim,RO
1100106,2000,37761.0,Guajará-Mirim,RO
1100106,2010,40263.0,Guajará-Mirim,RO
1100114,1991,63478.0,Jaru,RO
1100114,2000,53544.0,Jaru,RO
1100114,2010,51857.0,Jaru,RO
1100122,1991,97455.0,Ji-Paraná,RO
1100122,2000,106216.0,Ji-Paraná,RO
1100122,2010,116029.0,Ji-Paraná,RO
1100130,1991,16758.0,Machadinho D'Oeste,RO
1100130,2000,22704.0,Machadinho D'Oeste,RO
1100130,2010,31092.0,Machadinho D'Oeste,RO
1100148,1991,15771.0,Nova Brasilândia D'Oeste,RO
1100148,2000,17063.0,Nova Brasilândia D'Oeste,RO
1100148,2010,19764.0,Nova Brasilândia D'Oeste,RO
1100155,1991,83825.0,Ouro Preto do Oeste,RO
1100155,2000,40844.0,Ouro Preto do Oeste,RO
1100155,2010,37759.0,Ouro Preto do Oeste,RO
1100189,1991,48569.0,Pimenta Bueno,RO
1100189,2000,31651.0,Pimenta Bueno,RO
1100189,2010,33697.0,Pimenta Bueno,RO
1100205,1991,286032.0,Porto Velho,RO
1100205,2000,333550.0,Porto Velho,RO
1100205,2010,421223.0,Porto Velho,RO
1100254,1991,30026.0,Presidente Médici,RO
1100254,2000,26349.0,Presidente Médici,RO
1100254,2010,22287.0,Presidente Médici,RO
1100262,1991,,Rio Crespo,RO
1100262,2000,2937.0,Rio Crespo,RO
1100262,2010,3301.0,Rio Crespo,RO
1100288,1991,59686.0,Rolim de Moura,RO
1100288,2000,47290.0,Rolim de Moura,RO
1100288,2010,50402.0,Rolim de Moura,RO
1100296,1991,12326.0,Santa Luzia D'Oeste,RO
1100296,2000,11597.0,Santa Luzia D'Oeste,RO
1100296,2010,8869.0,Santa Luzia D'Oeste,RO
1100304,1991,39101.0,Vilhena,RO
1100304,2000,53554.0,Vilhena,RO
1100304,2010,75819.0,Vilhena,RO
1100320,1991,19449.0,São Miguel do Guaporé,RO
1100320,2000,23855.0,São Miguel do Guaporé,RO
1100320,2010,21773.0,São Miguel do Guaporé,RO
1100338,1991,7201.0,Nova Mamoré,RO
1100338,2000,14776.0,Nova Mamoré,RO
1100338,2010,22539.0,Nova Mamoré,RO
1100346,1991,21021.0,Alvorada D'Oeste,RO
1100346,2000,19808.0,Alvorada D'Oeste,RO
1100346,2010,16808.0,Alvorada D'Oeste,RO
1100379,1991,,Alto Alegre dos Parecis,RO
1100379,2000,12697.0,Alto Alegre dos Parecis,RO
1100379,2010,12808.0,Alto Alegre dos Parecis,RO
1100403,1991,,Alto Paraíso,RO
1100403,2000,13112.0,Alto Paraíso,RO
1100403,2010,17132.0,Alto Paraíso,RO
1100452,1991,,Buritis,RO
1100452,2000,25629.0,Buritis,RO
1100452,2010,32329.0,Buritis,RO
1100502,1991,,Novo Horizonte do Oeste,RO
1100502,2000,12273.0,Novo Horizonte do Oeste,RO
1100502,2010,10240.0,Novo Horizonte do Oeste,RO
1100601,1991,,Cacaulândia,RO
1100601,2000,5365.0,Cacaulândia,RO
1100601,2010,5736.0,Cacaulândia,RO
1100700,1991,,Campo Novo de Rondônia,RO
1100700,2000,11456.0,Campo Novo de Rondônia,RO
1100700,2010,12656.0,Campo Novo de Rondônia,RO
1100809,1991,,Candeias do Jamari,RO
1100809,2000,13053.0,Candeias do Jamari,RO
1100809,2010,19768.0,Candeias do Jamari,RO
1100908,1991,,Castanheiras,RO
1100908,2000,4212.0,Castanheiras,RO
1100908,2010,3575.0,Castanheiras,RO
1100924,1991,,Chupinguaia,RO
1100924,2000,5498.0,Chupinguaia,RO
1100924,2010,8220.0,Chupinguaia,RO
1100940,1991,,Cujubim,RO
1100940,2000,6506.0,Cujubim,RO
1100940,2010,15834.0,Cujubim,RO
1101005,1991,,Governador Jorge Teixeira,RO
1101005,2000,13635.0,Governador Jorge Teixeira,RO
1101005,2010,10511.0,Governador Jorge Teixeira,RO
1101104,1991,,Itapuã do Oeste,RO
1101104,2000,6807.0,Itapuã do Oeste,RO
1101104,2010,8551.0,Itapuã do Oeste,RO
1101203,1991,,Ministro Andreazza,RO
1101203,2000,11342.0,Ministro Andreazza,RO
1101203,2010,10352.0,Ministro Andreazza,RO
1101302,1991,,Mirante da Serra,RO
1101302,2000,13147.0,Mirante da Serra,RO
1101302,2010,11878.0,Mirante da Serra,RO
1101401,1991,,Monte Negro,RO
1101401,2000,12605.0,Monte Negro,RO
1101401,2010,14079.0,Monte Negro,RO
1101435,1991,,Nova União,RO
1101435,2000,8223.0,Nova União,RO
1101435,2010,7492.0,Nova União,RO
1101450,1991,,Parecis,RO
1101450,2000,3622.0,Parecis,RO
1101450,2010,4805.0,Parecis,RO
1101468,1991,,Pimenteiras do Oeste,RO
1101468,2000,2520.0,Pimenteiras do Oeste,RO
1101468,2010,2299.0,Pimenteiras do Oeste,RO
1101476,1991,,Primavera de Rondônia,RO
1101476,2000,4311.0,Primavera de Rondônia,RO
1101476,2010,3522.0,Primavera de Rondônia,RO
1101484,1991,,São Felipe D'Oeste,RO
1101484,2000,7056.0,São Felipe D'Oeste,RO
1101484,2010,6015.0,São Felipe D'Oeste,RO
1101492,1991,,São Francisco do Guaporé,RO
1101492,2000,11079.0,São Francisco do Guaporé,RO
1101492,2010,16018.0,São Francisco do Guaporé,RO
1101500,1991,,Seringueiras,RO
1101500,2000,11654.0,Seringueiras,RO
1101500,2010,11626.0,Seringueiras,RO
1101559,1991,,Teixeirópolis,RO
1101559,2000,5613.0,Teixeirópolis,RO
1101559,2010,4885.0,Teixeirópolis,RO
1101609,1991,,Theobroma,RO
1101609,2000,11140.0,Theobroma,RO
1101609,2010,10609.0,Theobroma,RO
1101708,1991,,Urupá,RO
1101708,2000,14873.0,Urupá,RO
1101708,2010,12963.0,Urupá,RO
1101757,1991,,Vale do Anari,RO
1101757,2000,7735.0,Vale do Anari,RO
1101757,2010,9384.0,Vale do Anari,RO
1101807,1991,,Vale do Paraíso,RO
1101807,2000,9859.0,Vale do Paraíso,RO
1101807,2010,8210.0,Vale do Paraíso,RO
1200013,1991,,Acrelândia,AC
1200013,2000,7929.0,Acrelândia,AC
1200013,2010,12538.0,Acrelândia,AC
1200054,1991,2914.0,Assis Brasil,AC
1200054,2000,3490.0,Assis Brasil,AC
1200054,2010,6023.0,Assis Brasil,AC
1200104,1991,20125.0,Brasiléia,AC
1200104,2000,16991.0,Brasiléia,AC
1200104,2010,21383.0,Brasiléia,AC
1200138,1991,,Bujari,AC
1200138,2000,5826.0,Bujari,AC
1200138,2010,8459.0,Bujari,AC
1200179,1991,,Capixaba,AC
1200179,2000,5206.0,Capixaba,AC
1200179,2010,8796.0,Capixaba,AC
1200203,1991,66319.0,Cruzeiro do Sul,AC
1200203,2000,67174.0,Cruzeiro do Sul,AC
1200203,2010,78167.0,Cruzeiro do Sul,AC
1200252,1991,,Epitaciolândia,AC
1200252,2000,11028.0,Epitaciolândia,AC
1200252,2010,15089.0,Epitaciolândia,AC
1200302,1991,17711.0,Feijó,AC
1200302,2000,26716.0,Feijó,AC
1200302,2010,32383.0,Feijó,AC
1200328,1991,,Jordão,AC
1200328,2000,4454.0,Jordão,AC
1200328,2010,6570.0,Jordão,AC
1200336,1991,10211.0,Mâncio Lima,AC
1200336,2000,11090.0,Mâncio Lima,AC
1200336,2010,15205.0,Mâncio Lima,AC
1200344,1991,5324.0,Manoel Urbano,AC
1200344,2000,6364.0,Manoel Urbano,AC
1200344,2010,7981.0,Manoel Urbano,AC
1200351,1991,,Marechal Thaumaturgo,AC
1200351,2000,8295.0,Marechal Thaumaturgo,AC
1200351,2010,14211.0,Marechal Thaumaturgo,AC
1200385,1991,15509.0,Plácido de Castro,AC
1200385,2000,15118.0,Plácido de Castro,AC
1200385,2010,17173.0,Plácido de Castro,AC
1200393,1991,,Porto Walter,AC
1200393,2000,5475.0,Porto Walter,AC
1200393,2010,9163.0,Porto Walter,AC
1200401,1991,196682.0,Rio Branco,AC
1200401,2000,252519.0,Rio Branco,AC
1200401,2010,334142.0,Rio Branco,AC
1200427,1991,,Rodrigues Alves,AC
1200427,2000,8085.0,Rodrigues Alves,AC
1200427,2010,14386.0,Rodrigues Alves,AC
1200435,1991,,Santa Rosa do Purus,AC
1200435,2000,2246.0,Santa Rosa do Purus,AC
1200435,2010,4679.0,Santa Rosa do Purus,AC
1200450,1991,17479.0,Senador Guiomard,AC
1200450,2000,19755.0,Senador Guiomard,AC
1200450,2010,20139.0,Senador Guiomard,AC
1200500,1991,24187.0,Sena Madureira,AC
1200500,2000,29389.0,Sena Madureira,AC
1200500,2010,37958.0,Sena Madureira,AC
1200609,1991,27643.0,Tarauacá,AC
1200609,2000,25995.0,Tarauacá,AC
1200609,2010,35520.0,Tarauacá,AC
1200708,1991,12345.0,Xapuri,AC
1200708,2000,11932.0,Xapuri,AC
1200708,2010,16076.0,Xapuri,AC
1200807,1991,,Porto Acre,AC
1200807,2000,11398.0,Porto Acre,AC
1200807,2010,14862.0,Porto Acre,AC
1300029,1991,8483.0,Alvarães,AM
1300029,2000,12148.0,Alvarães,AM
1300029,2010,14058.0,Alvarães,AM
1300060,1991,4738.0,Amaturá,AM
1300060,2000,7301.0,Amaturá,AM
1300060,2010,9414.0,Amaturá,AM
1300086,1991,6024.0,Anamã,AM
1300086,2000,6557.0,Anamã,AM
1300086,2010,10197.0,Anamã,AM
1300102,1991,8987.0,Anori,AM
1300102,2000,11300.0,Anori,AM
1300102,2010,16309.0,Anori,AM
1300144,1991,5585.0,Apuí,AM
1300144,2000,13848.0,Apuí,AM
1300144,2010,17961.0,Apuí,AM
1300201,1991,7976.0,Atalaia do Norte,AM
1300201,2000,10027.0,Atalaia do Norte,AM
1300201,2010,15098.0,Atalaia do Norte,AM
1300300,1991,17069.0,Autazes,AM
1300300,2000,24327.0,Autazes,AM
1300300,2010,32058.0,Autazes,AM
1300409,1991,10999.0,Barcelos,AM
1300409,2000,24007.0,Barcelos,AM
1300409,2010,25259.0,Barcelos,AM
1300508,1991,16316.0,Barreirinha,AM
1300508,2000,22579.0,Barreirinha,AM
1300508,2010,27316.0,Barreirinha,AM
1300607,1991,18129.0,Benjamin Constant,AM
1300607,2000,23092.0,Benjamin Constant,AM
1300607,2010,33110.0,Benjamin Constant,AM
1300631,1991,7436.0,Beruri,AM
1300631,2000,11028.0,Beruri,AM
1300631,2010,15483.0,Beruri,AM
1300680,1991,7504.0,Boa Vista do Ramos,AM
1300680,2000,10458.0,Boa Vista do Ramos,AM
1300680,2010,14922.0,Boa Vista do Ramos,AM
1300706,1991,24936.0,Boca do Acre,AM
1300706,2000,26944.0,Boca do Acre,AM
1300706,2010,30496.0,Boca do Acre,AM
1300805,1991,17210.0,Borba,AM
1300805,2000,28602.0,Borba,AM
1300805,2010,34950.0,Borba,AM
1300839,1991,6833.0,Caapiranga,AM
1300839,2000,8803.0,Caapiranga,AM
1300839,2010,10963.0,Caapiranga,AM
1300904,1991,12152.0,Canutama,AM
1300904,2000,10720.0,Canutama,AM
1300904,2010,12736.0,Canutama,AM
1301001,1991,19296.0,Carauari,AM
1301001,2000,23399.0,Carauari,AM
1301001,2010,25746.0,Carauari,AM
1301100,1991,31791.0,Careiro,AM
1301100,2000,27514.0,Careiro,AM
1301100,2010,32694.0,Careiro,AM
1301159,1991,18141.0,Careiro da Várzea,AM
1301159,2000,17262.0,Careiro da Várzea,AM
1301159,2010,23930.0,Careiro da Várzea,AM
1301209,1991,38648.0,Coari,AM
1301209,2000,67007.0,Coari,AM
1301209,2010,75792.0,Coari,AM
1301308,1991,13460.0,Codajás,AM
1301308,2000,17451.0,Codajás,AM
1301308,2010,23200.0,Codajás,AM
1301407,1991,20357.0,Eirunepé,AM
1301407,2000,26048.0,Eirunepé,AM
1301407,2010,30659.0,Eirunepé,AM
1301506,1991,16339.0,Envira,AM
1301506,2000,19056.0,Envira,AM
1301506,2010,16325.0,Envira,AM
1301605,1991,16445.0,Fonte Boa,AM
1301605,2000,31495.0,Fonte Boa,AM
1301605,2010,22814.0,Fonte Boa,AM
1301654,1991,11475.0,Guajará,AM
1301654,2000,13189.0,Guajará,AM
1301654,2010,13972.0,Guajará,AM
1301704,1991,38540.0,Humaitá,AM
1301704,2000,32711.0,Humaitá,AM
1301704,2010,44135.0,Humaitá,AM
1301803,1991,9653.0,Ipixuna,AM
1301803,2000,14752.0,Ipixuna,AM
1301803,2010,22243.0,Ipixuna,AM
1301852,1991,18829.0,Iranduba,AM
1301852,2000,32291.0,Iranduba,AM
1301852,2010,40734.0,Iranduba,AM
1301902,1991,58403.0,Itacoatiara,AM
1301902,2000,72032.0,Itacoatiara,AM
1301902,2010,86620.0,Itacoatiara,AM
1301951,1991,9085.0,Itamarati,AM
1301951,2000,8397.0,Itamarati,AM
1301951,2010,8037.0,Itamarati,AM
1302009,1991,5136.0,Itapiranga,AM
1302009,2000,7279.0,Itapiranga,AM
1302009,2010,8151.0,Itapiranga,AM
1302108,1991,10599.0,Japurá,AM
1302108,2000,10249.0,Japurá,AM
1302108,2010,7275.0,Japurá,AM
1302207,1991,5043.0,Juruá,AM
1302207,2000,6582.0,Juruá,AM
1302207,2010,10802.0,Juruá,AM
1302306,1991,14890.0,Jutaí,AM
1302306,2000,22472.0,Jutaí,AM
1302306,2010,17974.0,Jutaí,AM
1302405,1991,32990.0,Lábrea,AM
1302405,2000,28286.0,Lábrea,AM
1302405,2010,37593.0,Lábrea,AM
1302504,1991,57083.0,Manacapuru,AM
1302504,2000,73610.0,Manacapuru,AM
1302504,2010,85054.0,Manacapuru,AM
1302553,1991,10718.0,Manaquiri,AM
1302553,2000,12683.0,Manaquiri,AM
1302553,2010,22710.0,Manaquiri,AM
1302603,1991,1009271.0,Manaus,AM
1302603,2000,1403801.0,Manaus,AM
1302603,2010,1799213.0,Manaus,AM
1302702,1991,37734.0,Manicoré,AM
1302702,2000,38008.0,Manicoré,AM
1302702,2010,46933.0,Manicoré,AM
1302801,1991,11828.0,Maraã,AM
1302801,2000,17079.0,Maraã,AM
1302801,2010,17523.0,Maraã,AM
1302900,1991,30435.0,Maués,AM
1302900,2000,40000.0,Maués,AM
1302900,2010,52156.0,Maués,AM
1303007,1991,13242.0,Nhamundá,AM
1303007,2000,15350.0,Nhamundá,AM
1303007,2010,18277.0,Nhamundá,AM
1303106,1991,12940.0,Nova Olinda do Norte,AM
1303106,2000,23660.0,Nova Olinda do Norte,AM
1303106,2010,30669.0,Nova Olinda do Norte,AM
1303205,1991,14024.0,Novo Airão,AM
1303205,2000,9646.0,Novo Airão,AM
1303205,2010,14706.0,Novo Airão,AM
1303304,1991,11617.0,Novo Aripuanã,AM
1303304,2000,17037.0,Novo Aripuanã,AM
1303304,2010,21400.0,Novo Aripuanã,AM
1303403,1991,58742.0,Parintins,AM
1303403,2000,90035.0,Parintins,AM
1303403,2010,101605.0,Parintins,AM
1303502,1991,17012.0,Pauini,AM
1303502,2000,17028.0,Pauini,AM
1303502,2010,18141.0,Pauini,AM
1303536,1991,6574.0,Presidente Figueiredo,AM
1303536,2000,16897.0,Presidente Figueiredo,AM
1303536,2010,27011.0,Presidente Figueiredo,AM
1303569,1991,6169.0,Rio Preto da Eva,AM
1303569,2000,17423.0,Rio Preto da Eva,AM
1303569,2010,25510.0,Rio Preto da Eva,AM
1303601,1991,15398.0,Santa Isabel do Rio Negro,AM
1303601,2000,10516.0,Santa Isabel do Rio Negro,AM
1303601,2010,18061.0,Santa Isabel do Rio Negro,AM
1303700,1991,17180.0,Santo Antônio do Içá,AM
1303700,2000,28188.0,Santo Antônio do Içá,AM
1303700,2010,24439.0,Santo Antônio do Içá,AM
1303809,1991,22818.0,São Gabriel da Cachoeira,AM
1303809,2000,29598.0,São Gabriel da Cachoeira,AM
1303809,2010,37707.0,São Gabriel da Cachoeira,AM
1303908,1991,13608.0,São Paulo de Olivença,AM
1303908,2000,23088.0,São Paulo de Olivença,AM
1303908,2010,31407.0,São Paulo de Olivença,AM
1303957,1991,4539.0,São Sebastião do Uatumã,AM
1303957,2000,7157.0,São Sebastião do Uatumã,AM
1303957,2010,10688.0,São Sebastião do Uatumã,AM
1304005,1991,5684.0,Silves,AM
1304005,2000,7783.0,Silves,AM
1304005,2010,8444.0,Silves,AM
1304062,1991,27493.0,Tabatinga,AM
1304062,2000,37756.0,Tabatinga,AM
1304062,2010,52008.0,Tabatinga,AM
1304104,1991,25386.0,Tapauá,AM
1304104,2000,20108.0,Tapauá,AM
1304104,2010,19060.0,Tapauá,AM
1304203,1991,53852.0,Tefé,AM
1304203,2000,64323.0,Tefé,AM
1304203,2010,61284.0,Tefé,AM
1304237,1991,10034.0,Tonantins,AM
1304237,2000,15486.0,Tonantins,AM
1304237,2010,17076.0,Tonantins,AM
1304260,1991,5407.0,Uarini,AM
1304260,2000,10250.0,Uarini,AM
1304260,2010,11750.0,Uarini,AM
1304302,1991,11260.0,Urucará,AM
1304302,2000,18364.0,Urucará,AM
1304302,2010,17063.0,Urucará,AM
1304401,1991,17633.0,Urucurituba,AM
1304401,2000,12245.0,Urucurituba,AM
1304401,2010,17737.0,Urucurituba,AM
1400027,1991,,Amajari,RR
1400027,2000,4500.0,Amajari,RR
1400027,2010,9306.0,Amajari,RR
1400050,1991,10176.0,Alto Alegre,RR
1400050,2000,17730.0,Alto Alegre,RR
1400050,2010,16437.0,Alto Alegre,RR
1400100,1991,142871.0,Boa Vista,RR
1400100,2000,199953.0,Boa Vista,RR
1400100,2010,282896.0,Boa Vista,RR
1400159,1991,9478.0,Bonfim,RR
1400159,2000,9318.0,Bonfim,RR
1400159,2010,10924.0,Bonfim,RR
1400175,1991,,Cantá,RR
1400175,2000,8393.0,Cantá,RR
1400175,2010,13900.0,Cantá,RR
1400209,1991,8551.0,Caracaraí,RR
1400209,2000,13569.0,Caracaraí,RR
1400209,2010,18322.0,Caracaraí,RR
1400233,1991,,Caroebe,RR
1400233,2000,5660.0,Caroebe,RR
1400233,2010,8114.0,Caroebe,RR
1400282,1991,,Iracema,RR
1400282,2000,4781.0,Iracema,RR
1400282,2010,8691.0,Iracema,RR
1400308,1991,12954.0,Mucajaí,RR
1400308,2000,11228.0,Mucajaí,RR
1400308,2010,14751.0,Mucajaí,RR
1400407,1991,11185.0,Normandia,RR
1400407,2000,6119.0,Normandia,RR
1400407,2010,8936.0,Normandia,RR
1400456,1991,,Pacaraima,RR
1400456,2000,6945.0,Pacaraima,RR
1400456,2010,10429.0,Pacaraima,RR
1400472,1991,,Rorainópolis,RR
1400472,2000,16967.0,Rorainópolis,RR
1400472,2010,24160.0,Rorainópolis,RR
1400506,1991,10143.0,São João da Baliza,RR
1400506,2000,5088.0,São João da Baliza,RR
1400506,2010,6760.0,São João da Baliza,RR
1400605,1991,9106.0,São Luiz,RR
1400605,2000,5300.0,São Luiz,RR
1400605,2010,6675.0,São Luiz,RR
1400704,1991,,Uiramutã,RR
1400704,2000,5751.0,Uiramutã,RR
1400704,2010,8374.0,Uiramutã,RR
1500107,1991,99860.0,Abaetetuba,PA
1500107,2000,119096.0,Abaetetuba,PA
1500107,2010,140785.0,Abaetetuba,PA
1500131,1991,,Abel Figueiredo,PA
1500131,2000,5957.0,Abel Figueiredo,PA
1500131,2010,6777.0,Abel Figueiredo,PA
1500206,1991,37184.0,Acará,PA
1500206,2000,52108.0,Acará,PA
1500206,2010,53544.0,Acará,PA
1500305,1991,20008.0,Afuá,PA
1500305,2000,29465.0,Afuá,PA
1500305,2010,34976.0,Afuá,PA
1500347,1991,,Água Azul do Norte,PA
1500347,2000,22083.0,Água Azul do Norte,PA
1500347,2010,24937.0,Água Azul do Norte,PA
1500404,1991,52815.0,Alenquer,PA
1500404,2000,41758.0,Alenquer,PA
1500404,2010,52572.0,Alenquer,PA
1500503,1991,31916.0,Almeirim,PA
1500503,2000,33723.0,Almeirim,PA
1500503,2010,33557.0,Almeirim,PA
1500602,1991,71307.0,Altamira,PA
1500602,2000,76700.0,Altamira,PA
1500602,2010,98673.0,Altamira,PA
1500701,1991,14278.0,Anajás,PA
1500701,2000,18299.0,Anajás,PA
1500701,2010,24719.0,Anajás,PA
1500800,1991,87926.0,Ananindeua,PA
1500800,2000,393137.0,Ananindeua,PA
1500800,2010,471604.0,Ananindeua,PA
1500859,1991,,Anapu,PA
1500859,2000,9395.0,Anapu,PA
1500859,2010,20537.0,Anapu,PA
1500909,1991,30323.0,Augusto Corrêa,PA
1500909,2000,32981.0,Augusto Corrêa,PA
1500909,2010,40496.0,Augusto Corrêa,PA
1500958,1991,,Aurora do Pará,PA
1500958,2000,19728.0,Aurora do Pará,PA
1500958,2010,26546.0,Aurora do Pará,PA
1501006,1991,10866.0,Aveiro,PA
1501006,2000,15471.0,Aveiro,PA
1501006,2010,15845.0,Aveiro,PA
1501105,1991,13840.0,Bagre,PA
1501105,2000,13703.0,Bagre,PA
1501105,2010,23849.0,Bagre,PA
1501204,1991,20044.0,Baião,PA
1501204,2000,21101.0,Baião,PA
1501204,2010,36801.0,Baião,PA
1501253,1991,,Bannach,PA
1501253,2000,3775.0,Bannach,PA
1501253,2010,3413.0,Bannach,PA
1501303,1991,45884.0,Barcarena,PA
1501303,2000,63025.0,Barcarena,PA
1501303,2010,99820.0,Barcarena,PA
1501402,1991,1241840.0,Belém,PA
1501402,2000,1279184.0,Belém,PA
1501402,2010,1392332.0,Belém,PA
1501451,1991,,Belterra,PA
1501451,2000,14586.0,Belterra,PA
1501451,2010,16318.0,Belterra,PA
1501501,1991,68087.0,Benevides,PA
1501501,2000,35364.0,Benevides,PA
1501501,2010,51498.0,Benevides,PA
1501576,1991,15896.0,Bom Jesus do Tocantins,PA
1501576,2000,13101.0,Bom Jesus do Tocantins,PA
1501576,2010,15279.0,Bom Jesus do Tocantins,PA
1501600,1991,8532.0,Bonito,PA
1501600,2000,9814.0,Bonito,PA
1501600,2010,13612.0,Bonito,PA
1501709,1991,96978.0,Bragança,PA
1501709,2000,93597.0,Bragança,PA
1501709,2010,113098.0,Bragança,PA
1501725,1991,,Brasil Novo,PA
1501725,2000,17182.0,Brasil Novo,PA
1501725,2010,15684.0,Brasil Novo,PA
1501758,1991,11906.0,Brejo Grande do Araguaia,PA
1501758,2000,7459.0,Brejo Grande do Araguaia,PA
1501758,2010,7315.0,Brejo Grande do Araguaia,PA
1501782,1991,,Breu Branco,PA
1501782,2000,32386.0,Breu Branco,PA
1501782,2010,52484.0,Breu Branco,PA
1501808,1991,72063.0,Breves,PA
1501808,2000,80136.0,Breves,PA
1501808,2010,92741.0,Breves,PA
1501907,1991,14114.0,Bujaru,PA
1501907,2000,21032.0,Bujaru,PA
1501907,2010,25686.0,Bujaru,PA
1501956,1991,,Cachoeira do Piriá,PA
1501956,2000,15432.0,Cachoeira do Piriá,PA
1501956,2010,26484.0,Cachoeira do Piriá,PA
1502004,1991,13236.0,Cachoeira do Arari,PA
1502004,2000,15777.0,Cachoeira do Arari,PA
1502004,2010,20356.0,Cachoeira do Arari,PA
1502103,1991,85120.0,Cametá,PA
1502103,2000,97598.0,Cametá,PA
1502103,2010,120859.0,Cametá,PA
1502152,1991,,Canaã dos Carajás,PA
1502152,2000,10873.0,Canaã dos Carajás,PA
1502152,2010,26677.0,Canaã dos Carajás,PA
1502202,1991,51132.0,Capanema,PA
1502202,2000,57106.0,Capanema,PA
1502202,2010,63546.0,Capanema,PA
1502301,1991,45421.0,Capitão Poço,PA
1502301,2000,49748.0,Capitão Poço,PA
1502301,2010,51855.0,Capitão Poço,PA
1502400,1991,101933.0,Castanhal,PA
1502400,2000,134356.0,Castanhal,PA
1502400,2010,172870.0,Castanhal,PA
1502509,1991,17400.0,Chaves,PA
1502509,2000,17341.0,Chaves,PA
1502509,2010,20991.0,Chaves,PA
1502608,1991,8324.0,Colares,PA
1502608,2000,10623.0,Colares,PA
1502608,2010,11381.0,Colares,PA
1502707,1991,54700.0,Conceição do Araguaia,PA
1502707,2000,43323.0,Conceição do Araguaia,PA
1502707,2010,45507.0,Conceição do Araguaia,PA
1502756,1991,15233.0,Concórdia do Pará,PA
1502756,2000,20942.0,Concórdia do Pará,PA
1502756,2010,28138.0,Concórdia do Pará,PA
1502764,1991,,Cumaru do Norte,PA
1502764,2000,5935.0,Cumaru do Norte,PA
1502764,2010,10271.0,Cumaru do Norte,PA
1502772,1991,38184.0,Curionópolis,PA
1502772,2000,19423.0,Curionópolis,PA
1502772,2010,18275.0,Curionópolis,PA
1502806,1991,15204.0,Curralinho,PA
1502806,2000,19992.0,Curralinho,PA
1502806,2010,28544.0,Curralinho,PA
1502855,1991,,Curuá,PA
1502855,2000,9224.0,Curuá,PA
1502855,2010,12248.0,Curuá,PA
1502905,1991,25775.0,Curuçá,PA
1502905,2000,26149.0,Curuçá,PA
1502905,2010,34293.0,Curuçá,PA
1502939,1991,24251.0,Dom Eliseu,PA
1502939,2000,39363.0,Dom Eliseu,PA
1502939,2010,51268.0,Dom Eliseu,PA
1502954,1991,,Eldorado do Carajás,PA
1502954,2000,29558.0,Eldorado do Carajás,PA
1502954,2010,31743.0,Eldorado do Carajás,PA
1503002,1991,13563.0,Faro,PA
1503002,2000,10028.0,Faro,PA
1503002,2010,8171.0,Faro,PA
1503044,1991,,Floresta do Araguaia,PA
1503044,2000,14272.0,Floresta do Araguaia,PA
1503044,2010,17761.0,Floresta do Araguaia,PA
1503077,1991,20457.0,Garrafão do Norte,PA
1503077,2000,24216.0,Garrafão do Norte,PA
1503077,2010,25002.0,Garrafão do Norte,PA
1503093,1991,,Goianésia do Pará,PA
1503093,2000,22640.0,Goianésia do Pará,PA
1503093,2010,30400.0,Goianésia do Pará,PA
1503101,1991,18935.0,Gurupá,PA
1503101,2000,23088.0,Gurupá,PA
1503101,2010,29032.0,Gurupá,PA
1503200,1991,27231.0,Igarapé-Açu,PA
1503200,2000,32358.0,Igarapé-Açu,PA
1503200,2010,35864.0,Igarapé-Açu,PA
1503309,1991,41808.0,Igarapé-Miri,PA
1503309,2000,52570.0,Igarapé-Miri,PA
1503309,2010,58061.0,Igarapé-Miri,PA
1503408,1991,6668.0,Inhangapi,PA
1503408,2000,7675.0,Inhangapi,PA
1503408,2010,10033.0,Inhangapi,PA
1503457,1991,,Ipixuna do Pará,PA
1503457,2000,25086.0,Ipixuna do Pará,PA
1503457,2010,51301.0,Ipixuna do Pará,PA
1503507,1991,31097.0,Irituia,PA
1503507,2000,30507.0,Irituia,PA
1503507,2010,31352.0,Irituia,PA
1503606,1991,115121.0,Itaituba,PA
1503606,2000,94577.0,Itaituba,PA
